Series;Time;Value
Mu;2018-08-26T23:59:00+02:00;0.000398377
Mu;2018-08-27T01:09:30+02:00;0.000316242
Mu;2018-08-27T01:10:30+02:00;0.000315328
Mu;2018-08-27T01:11:30+02:00;0.000315705
Mu;2018-08-27T01:12:30+02:00;0.000316921
Mu;2018-08-27T01:13:30+02:00;0.000317815
Mu;2018-08-27T01:14:30+02:00;0.000318298
Mu;2018-08-27T01:15:30+02:00;0.000318469
Mu;2018-08-27T01:16:30+02:00;0.000318628
Mu;2018-08-27T01:17:30+02:00;0.000318967
Mu;2018-08-27T01:18:30+02:00;0.000319176
Mu;2018-08-27T01:19:30+02:00;0.000319487
Mu;2018-08-27T01:20:30+02:00;0.000319572
Mu;2018-08-27T01:21:30+02:00;0.000319328
Mu;2018-08-27T01:22:30+02:00;0.000319458
Mu;2018-08-27T01:23:30+02:00;0.000318795
Mu;2018-08-27T01:24:30+02:00;0.000318149
Mu;2018-08-27T01:25:30+02:00;0.000318264
Mu;2018-08-27T01:26:30+02:00;0.000314957
Mu;2018-08-27T01:27:30+02:00;0.000308584
Mu;2018-08-27T01:28:30+02:00;0.000318922
Mu;2018-08-27T01:29:30+02:00;0.000320633
Mu;2018-08-27T01:30:30+02:00;0.000320979
Mu;2018-08-27T01:31:30+02:00;0.000322644
Mu;2018-08-27T01:32:30+02:00;0.000327393
Mu;2018-08-27T01:33:30+02:00;0.000333579
Mu;2018-08-27T01:34:30+02:00;0.000340857
Mu;2018-08-27T01:35:30+02:00;0.000351696
Mu;2018-08-27T01:36:30+02:00;0.000363063
Mu;2018-08-27T01:37:30+02:00;0.000372252
Mu;2018-08-27T01:38:30+02:00;0.000380979
Mu;2018-08-27T01:39:30+02:00;0.000391438
Mu;2018-08-27T01:40:30+02:00;0.000402641
Mu;2018-08-27T01:41:30+02:00;0.000414178
Mu;2018-08-27T01:42:30+02:00;0.000426326
Mu;2018-08-27T01:43:30+02:00;0.000437672
Mu;2018-08-27T01:44:30+02:00;0.000448863
Mu;2018-08-27T01:45:30+02:00;0.000459104
Mu;2018-08-27T01:46:30+02:00;0.000472583
Mu;2018-08-27T01:47:30+02:00;0.000490328
Mu;2018-08-27T01:48:30+02:00;0.000512563
Mu;2018-08-27T01:49:30+02:00;0.000534635
Mu;2018-08-27T01:50:30+02:00;0.000538993
Mu;2018-08-27T01:51:30+02:00;0.000536835
Mu;2018-08-27T01:52:30+02:00;0.000532848
Mu;2018-08-27T01:53:30+02:00;0.000534053
Mu;2018-08-27T01:54:30+02:00;0.000538754
Mu;2018-08-27T01:55:30+02:00;0.000540931
Mu;2018-08-27T01:56:30+02:00;0.000540977
Mu;2018-08-27T01:57:30+02:00;0.000539245
Mu;2018-08-27T01:58:30+02:00;0.000541453
Mu;2018-08-27T01:59:30+02:00;0.000547422
Mu;2018-08-27T02:00:30+02:00;0.000551871
Mu;2018-08-27T02:01:30+02:00;0.000554444
Mu;2018-08-27T02:02:30+02:00;0.000557848
Mu;2018-08-27T02:03:30+02:00;0.000562568
Mu;2018-08-27T02:04:30+02:00;0.000569422
Mu;2018-08-27T02:05:30+02:00;1.0617
Mu;2018-08-27T02:06:30+02:00;10.8431
Mu;2018-08-27T02:07:30+02:00;34.0049
Mu;2018-08-27T02:08:30+02:00;47.1093
Mu;2018-08-27T02:09:30+02:00;49.1428
Mu;2018-08-27T02:10:30+02:00;51.0902
Mu;2018-08-27T02:11:30+02:00;51.206
Mu;2018-08-27T02:12:30+02:00;50.736
Mu;2018-08-27T02:13:30+02:00;50.3138
Mu;2018-08-27T02:14:30+02:00;49.8317
Mu;2018-08-27T02:15:30+02:00;49.6719
Mu;2018-08-27T02:16:30+02:00;49.78
Mu;2018-08-27T02:17:30+02:00;49.8602
Mu;2018-08-27T02:18:30+02:00;49.8705
Mu;2018-08-27T02:19:30+02:00;49.7191
Mu;2018-08-27T02:20:30+02:00;49.361
Mu;2018-08-27T02:21:30+02:00;48.9232
Mu;2018-08-27T02:22:30+02:00;48.483
Mu;2018-08-27T02:23:30+02:00;48.2373
Mu;2018-08-27T02:24:30+02:00;43.7461
Mu;2018-08-27T02:25:30+02:00;21.5836
Mu;2018-08-27T02:26:30+02:00;35.092
Mu;2018-08-27T02:27:30+02:00;22.1868
Mu;2018-08-27T02:28:30+02:00;24.3752
Mu;2018-08-27T02:29:30+02:00;29.0253
Mu;2018-08-27T02:30:30+02:00;18.1737
Mu;2018-08-27T02:31:30+02:00;38.082
Mu;2018-08-27T02:32:30+02:00;46.2171
Mu;2018-08-27T02:33:30+02:00;47.4083
Mu;2018-08-27T02:34:30+02:00;49.7743
Mu;2018-08-27T02:35:30+02:00;50.5211
Mu;2018-08-27T02:36:30+02:00;50.6794
Mu;2018-08-27T02:37:30+02:00;50.8056
Mu;2018-08-27T02:38:30+02:00;50.7295
Mu;2018-08-27T02:39:30+02:00;50.6079
Mu;2018-08-27T02:40:30+02:00;50.4825
Mu;2018-08-27T02:41:30+02:00;50.3306
Mu;2018-08-27T02:42:30+02:00;50.198
Mu;2018-08-27T02:43:30+02:00;50.0762
Mu;2018-08-27T02:44:30+02:00;50.005
Mu;2018-08-27T02:45:30+02:00;49.9874
Mu;2018-08-27T02:46:30+02:00;49.8794
Mu;2018-08-27T02:47:30+02:00;49.7424
Mu;2018-08-27T02:48:30+02:00;49.5991
Mu;2018-08-27T02:49:30+02:00;49.431
Mu;2018-08-27T02:50:30+02:00;49.3229
Mu;2018-08-27T02:51:30+02:00;49.2114
Mu;2018-08-27T02:52:30+02:00;49.1123
Mu;2018-08-27T02:53:30+02:00;48.9928
Mu;2018-08-27T02:54:30+02:00;48.8474
Mu;2018-08-27T02:55:30+02:00;48.7954
Mu;2018-08-27T02:56:30+02:00;48.723
Mu;2018-08-27T02:57:30+02:00;48.6524
Mu;2018-08-27T02:58:30+02:00;48.589
Mu;2018-08-27T02:59:30+02:00;48.532
Mu;2018-08-27T03:00:30+02:00;48.4364
Mu;2018-08-27T03:01:30+02:00;48.3159
Mu;2018-08-27T03:02:30+02:00;48.1779
Mu;2018-08-27T03:03:30+02:00;48.0577
Mu;2018-08-27T03:04:30+02:00;47.9572
Mu;2018-08-27T03:05:30+02:00;47.8632
Mu;2018-08-27T03:06:30+02:00;47.7593
Mu;2018-08-27T03:07:30+02:00;47.6588
Mu;2018-08-27T03:08:30+02:00;47.5488
Mu;2018-08-27T03:09:30+02:00;47.4517
Mu;2018-08-27T03:10:30+02:00;47.3568
Mu;2018-08-27T03:11:30+02:00;47.2608
Mu;2018-08-27T03:12:30+02:00;47.2382
Mu;2018-08-27T03:13:30+02:00;47.1341
Mu;2018-08-27T03:14:30+02:00;47.0603
Mu;2018-08-27T03:15:30+02:00;46.9988
Mu;2018-08-27T03:16:30+02:00;46.8954
Mu;2018-08-27T03:17:30+02:00;46.8002
Mu;2018-08-27T03:18:30+02:00;46.704
Mu;2018-08-27T03:19:30+02:00;46.4373
Mu;2018-08-27T03:20:30+02:00;45.1929
Mu;2018-08-27T03:21:30+02:00;43.0179
Mu;2018-08-27T03:22:30+02:00;45.2433
Mu;2018-08-27T03:23:30+02:00;46.8316
Mu;2018-08-27T03:24:30+02:00;46.9883
Mu;2018-08-27T03:25:30+02:00;46.8936
Mu;2018-08-27T03:26:30+02:00;46.808
Mu;2018-08-27T03:27:30+02:00;46.8122
Mu;2018-08-27T03:28:30+02:00;46.7626
Mu;2018-08-27T03:29:30+02:00;46.6658
Mu;2018-08-27T03:30:30+02:00;46.5584
Mu;2018-08-27T03:31:30+02:00;46.4675
Mu;2018-08-27T03:32:30+02:00;46.4217
