Series;Time;Value
Mu;2018-10-07T23:59:30+02:00;50.0105
Mu;2018-10-08T00:00:30+02:00;49.877
Mu;2018-10-08T00:01:30+02:00;49.6944
Mu;2018-10-08T00:02:30+02:00;49.5126
Mu;2018-10-08T00:03:30+02:00;49.3471
Mu;2018-10-08T00:04:30+02:00;49.1478
Mu;2018-10-08T00:05:30+02:00;48.8123
Mu;2018-10-08T00:06:30+02:00;48.696
Mu;2018-10-08T00:07:30+02:00;48.6873
Mu;2018-10-08T00:08:30+02:00;48.6267
Mu;2018-10-08T00:09:30+02:00;48.507
Mu;2018-10-08T00:10:30+02:00;48.3379
Mu;2018-10-08T00:11:30+02:00;48.1521
Mu;2018-10-08T00:12:30+02:00;48.0107
Mu;2018-10-08T00:13:30+02:00;47.9254
Mu;2018-10-08T00:14:30+02:00;47.7989
Mu;2018-10-08T00:15:30+02:00;47.7067
Mu;2018-10-08T00:16:30+02:00;47.6443
Mu;2018-10-08T00:17:30+02:00;47.5111
Mu;2018-10-08T00:18:30+02:00;47.3606
Mu;2018-10-08T00:19:30+02:00;47.2253
Mu;2018-10-08T00:20:30+02:00;47.1008
Mu;2018-10-08T00:21:30+02:00;46.9642
Mu;2018-10-08T00:22:30+02:00;46.8582
Mu;2018-10-08T00:23:30+02:00;46.7095
Mu;2018-10-08T00:24:30+02:00;46.5669
Mu;2018-10-08T00:25:30+02:00;46.4122
Mu;2018-10-08T00:26:30+02:00;46.2487
Mu;2018-10-08T00:27:30+02:00;46.142
Mu;2018-10-08T00:28:30+02:00;46.0243
Mu;2018-10-08T00:29:30+02:00;45.9125
Mu;2018-10-08T00:30:30+02:00;45.8134
Mu;2018-10-08T00:31:30+02:00;45.6593
Mu;2018-10-08T00:32:30+02:00;45.307
Mu;2018-10-08T00:33:30+02:00;44.3846
Mu;2018-10-08T00:34:30+02:00;44.3006
Mu;2018-10-08T00:35:30+02:00;46.6352
Mu;2018-10-08T00:36:30+02:00;47.0244
Mu;2018-10-08T00:37:30+02:00;46.9398
Mu;2018-10-08T00:38:30+02:00;46.8422
Mu;2018-10-08T00:39:30+02:00;46.7673
Mu;2018-10-08T00:40:30+02:00;46.682
Mu;2018-10-08T00:41:30+02:00;46.5896
Mu;2018-10-08T00:42:30+02:00;46.4984
Mu;2018-10-08T00:43:30+02:00;46.415
Mu;2018-10-08T00:44:30+02:00;46.3314
Mu;2018-10-08T00:45:30+02:00;46.2348
Mu;2018-10-08T00:46:30+02:00;46.1375
Mu;2018-10-08T00:47:30+02:00;46.0563
Mu;2018-10-08T00:48:30+02:00;45.2741
Mu;2018-10-08T00:49:30+02:00;37.8614
Mu;2018-10-08T00:50:30+02:00;15.9129
Mu;2018-10-08T00:51:30+02:00;1.81074
Mu;2018-10-08T00:52:30+02:00;0.000468446
Mu;2018-10-08T00:53:30+02:00;0.000440413
Mu;2018-10-08T00:54:30+02:00;0.000433256
Mu;2018-10-08T00:55:30+02:00;0.000432507
Mu;2018-10-08T02:07:30+02:00;0.000432507
Mu;2018-10-08T02:08:30+02:00;0.000422519
Mu;2018-10-08T02:09:30+02:00;0.000356033
