Series;Time;Value
Mu;2018-08-12T23:59:00+02:00;0.00040104
Mu;2018-08-13T04:19:30+02:00;0.000304424
Mu;2018-08-13T04:20:30+02:00;0.000304072
Mu;2018-08-13T04:21:30+02:00;0.000303882
Mu;2018-08-13T04:22:30+02:00;0.000304297
Mu;2018-08-13T04:23:30+02:00;0.00030531
Mu;2018-08-13T04:24:30+02:00;0.00030495
Mu;2018-08-13T04:25:30+02:00;0.000304104
Mu;2018-08-13T04:26:30+02:00;0.000303604
Mu;2018-08-13T04:27:30+02:00;0.000303932
Mu;2018-08-13T04:28:30+02:00;0.000304284
Mu;2018-08-13T04:29:30+02:00;0.000304435
Mu;2018-08-13T04:30:30+02:00;0.000304708
Mu;2018-08-13T04:31:30+02:00;0.000304327
Mu;2018-08-13T04:32:30+02:00;0.000302676
Mu;2018-08-13T04:33:30+02:00;0.000303813
Mu;2018-08-13T04:34:30+02:00;0.000305383
Mu;2018-08-13T04:35:30+02:00;0.000305882
Mu;2018-08-13T04:36:30+02:00;0.000306591
Mu;2018-08-13T04:37:30+02:00;0.000306707
Mu;2018-08-13T04:38:30+02:00;0.000306293
Mu;2018-08-13T04:39:30+02:00;0.000305944
Mu;2018-08-13T04:40:30+02:00;0.00030636
Mu;2018-08-13T04:41:30+02:00;0.000306374
Mu;2018-08-13T04:42:30+02:00;0.000307706
Mu;2018-08-13T04:43:30+02:00;0.000308857
Mu;2018-08-13T04:44:30+02:00;0.000309518
Mu;2018-08-13T04:45:30+02:00;0.000309479
Mu;2018-08-13T04:46:30+02:00;0.000309267
Mu;2018-08-13T04:47:30+02:00;0.000309636
Mu;2018-08-13T04:48:30+02:00;0.000310114
Mu;2018-08-13T04:49:30+02:00;0.000309081
Mu;2018-08-13T04:50:30+02:00;0.00030912
Mu;2018-08-13T04:51:30+02:00;0.000309575
Mu;2018-08-13T04:52:30+02:00;0.000309776
Mu;2018-08-13T04:53:30+02:00;0.000310243
Mu;2018-08-13T04:54:30+02:00;0.000310417
Mu;2018-08-13T04:55:30+02:00;0.000310933
Mu;2018-08-13T04:56:30+02:00;0.0003114
Mu;2018-08-13T04:57:30+02:00;0.000311553
Mu;2018-08-13T04:58:30+02:00;0.000310416
Mu;2018-08-13T04:59:30+02:00;0.0003053
Mu;2018-08-13T05:00:30+02:00;0.000300219
Mu;2018-08-13T05:01:30+02:00;0.000310265
Mu;2018-08-13T05:02:30+02:00;0.000316729
Mu;2018-08-13T05:03:30+02:00;0.000325484
Mu;2018-08-13T05:04:30+02:00;0.000333338
Mu;2018-08-13T05:05:30+02:00;0.000343842
Mu;2018-08-13T05:06:30+02:00;0.000353917
Mu;2018-08-13T05:07:30+02:00;0.000363524
Mu;2018-08-13T05:08:30+02:00;0.000371754
Mu;2018-08-13T05:09:30+02:00;0.000380209
Mu;2018-08-13T05:10:30+02:00;0.000388422
Mu;2018-08-13T05:11:30+02:00;0.000398072
Mu;2018-08-13T05:12:30+02:00;0.000410287
Mu;2018-08-13T05:13:30+02:00;0.00042235
Mu;2018-08-13T05:14:30+02:00;0.000434306
Mu;2018-08-13T05:15:30+02:00;0.000445748
Mu;2018-08-13T05:16:30+02:00;0.000459257
Mu;2018-08-13T05:17:30+02:00;0.000476806
Mu;2018-08-13T05:18:30+02:00;0.0004993
Mu;2018-08-13T05:19:30+02:00;0.0005241
Mu;2018-08-13T05:20:30+02:00;0.000536569
Mu;2018-08-13T05:21:30+02:00;0.000532713
Mu;2018-08-13T05:22:30+02:00;0.000526338
Mu;2018-08-13T05:23:30+02:00;0.000524716
Mu;2018-08-13T05:24:30+02:00;0.000527349
Mu;2018-08-13T05:25:30+02:00;0.000529624
Mu;2018-08-13T05:26:30+02:00;0.000530578
Mu;2018-08-13T05:27:30+02:00;0.000530763
Mu;2018-08-13T05:28:30+02:00;0.000529594
Mu;2018-08-13T05:29:30+02:00;0.000533219
Mu;2018-08-13T05:30:30+02:00;0.000537192
Mu;2018-08-13T05:31:30+02:00;0.000538354
Mu;2018-08-13T05:32:30+02:00;0.000542922
Mu;2018-08-13T05:33:30+02:00;0.000547172
Mu;2018-08-13T05:34:30+02:00;0.00058792
Mu;2018-08-13T05:35:30+02:00;0.0901196
Mu;2018-08-13T05:36:30+02:00;3.99977
Mu;2018-08-13T05:37:30+02:00;26.8734
Mu;2018-08-13T05:38:30+02:00;45.8501
Mu;2018-08-13T05:39:30+02:00;50.7379
Mu;2018-08-13T05:40:30+02:00;52.2849
Mu;2018-08-13T05:41:30+02:00;52.75
Mu;2018-08-13T05:42:30+02:00;52.3937
Mu;2018-08-13T05:43:30+02:00;52.093
Mu;2018-08-13T05:44:30+02:00;51.6054
Mu;2018-08-13T05:45:30+02:00;51.2165
Mu;2018-08-13T05:46:30+02:00;51.1907
Mu;2018-08-13T05:47:30+02:00;51.3108
Mu;2018-08-13T05:48:30+02:00;51.4513
Mu;2018-08-13T05:49:30+02:00;51.4576
Mu;2018-08-13T05:50:30+02:00;50.9956
Mu;2018-08-13T05:51:30+02:00;50.363
Mu;2018-08-13T05:52:30+02:00;49.2072
Mu;2018-08-13T05:53:30+02:00;41.1305
Mu;2018-08-13T05:54:30+02:00;22.7991
Mu;2018-08-13T05:55:30+02:00;35.8891
Mu;2018-08-13T05:56:30+02:00;20.3827
Mu;2018-08-13T05:57:30+02:00;25.9474
Mu;2018-08-13T05:58:30+02:00;29.022
Mu;2018-08-13T05:59:30+02:00;16.4609
Mu;2018-08-13T06:00:30+02:00;37.5235
Mu;2018-08-13T06:01:30+02:00;46.9083
Mu;2018-08-13T06:02:30+02:00;48.9696
Mu;2018-08-13T06:03:30+02:00;51.3094
Mu;2018-08-13T06:04:30+02:00;52.0381
Mu;2018-08-13T06:05:30+02:00;52.1391
Mu;2018-08-13T06:06:30+02:00;52.3128
Mu;2018-08-13T06:07:30+02:00;52.2571
Mu;2018-08-13T06:08:30+02:00;52.1892
Mu;2018-08-13T06:09:30+02:00;52.0454
Mu;2018-08-13T06:10:30+02:00;51.905
Mu;2018-08-13T06:11:30+02:00;51.7596
Mu;2018-08-13T06:12:30+02:00;51.6168
Mu;2018-08-13T06:13:30+02:00;51.4738
Mu;2018-08-13T06:14:30+02:00;51.3435
Mu;2018-08-13T06:15:30+02:00;51.2572
Mu;2018-08-13T06:16:30+02:00;51.188
Mu;2018-08-13T06:17:30+02:00;51.0604
Mu;2018-08-13T06:18:30+02:00;50.8897
Mu;2018-08-13T06:19:30+02:00;50.7502
Mu;2018-08-13T06:20:30+02:00;50.6347
Mu;2018-08-13T06:21:30+02:00;50.5018
Mu;2018-08-13T06:22:30+02:00;50.4243
Mu;2018-08-13T06:23:30+02:00;50.3982
Mu;2018-08-13T06:24:30+02:00;50.3026
Mu;2018-08-13T06:25:30+02:00;50.1845
Mu;2018-08-13T06:26:30+02:00;50.0975
