Series;Time;Value
Mu;2018-07-01T23:59:30+02:00;0.000291551
Mu;2018-07-02T00:00:30+02:00;0.000291676
Mu;2018-07-02T00:01:30+02:00;0.000291704
Mu;2018-07-02T00:02:30+02:00;0.000291952
Mu;2018-07-02T00:03:30+02:00;0.000292264
Mu;2018-07-02T00:04:30+02:00;0.000291865
Mu;2018-07-02T00:05:30+02:00;0.000291921
Mu;2018-07-02T00:06:30+02:00;0.000292099
Mu;2018-07-02T00:07:30+02:00;0.000292019
Mu;2018-07-02T00:08:30+02:00;0.000292129
Mu;2018-07-02T00:09:30+02:00;0.000292154
Mu;2018-07-02T00:10:30+02:00;0.000292542
Mu;2018-07-02T00:11:30+02:00;0.000293323
Mu;2018-07-02T00:12:30+02:00;0.000293604
Mu;2018-07-02T00:13:30+02:00;0.000293305
Mu;2018-07-02T00:14:30+02:00;0.000293352
Mu;2018-07-02T00:15:30+02:00;0.000293846
Mu;2018-07-02T00:16:30+02:00;0.000294087
Mu;2018-07-02T00:17:30+02:00;0.000294428
Mu;2018-07-02T00:18:30+02:00;0.000295202
Mu;2018-07-02T00:19:30+02:00;0.000295932
Mu;2018-07-02T00:20:30+02:00;0.000296588
Mu;2018-07-02T00:21:30+02:00;0.000296397
Mu;2018-07-02T00:22:30+02:00;0.00029629
Mu;2018-07-02T00:23:30+02:00;0.000296277
Mu;2018-07-02T00:24:30+02:00;0.000296077
Mu;2018-07-02T00:25:30+02:00;0.000296035
Mu;2018-07-02T00:26:30+02:00;0.000295926
Mu;2018-07-02T00:27:30+02:00;0.000296081
Mu;2018-07-02T00:28:30+02:00;0.000296581
Mu;2018-07-02T00:29:30+02:00;0.000296651
Mu;2018-07-02T00:30:30+02:00;0.000296906
Mu;2018-07-02T00:31:30+02:00;0.000297975
Mu;2018-07-02T00:32:30+02:00;0.000298493
Mu;2018-07-02T00:33:30+02:00;0.000297974
Mu;2018-07-02T00:34:30+02:00;0.000298281
Mu;2018-07-02T00:35:30+02:00;0.000299252
Mu;2018-07-02T00:36:30+02:00;0.000299691
Mu;2018-07-02T00:37:30+02:00;0.000300238
Mu;2018-07-02T00:38:30+02:00;0.000300262
Mu;2018-07-02T00:39:30+02:00;0.000299863
Mu;2018-07-02T00:40:30+02:00;0.000299732
Mu;2018-07-02T00:41:30+02:00;0.000299414
Mu;2018-07-02T00:42:30+02:00;0.000298936
Mu;2018-07-02T00:43:30+02:00;0.000297303
