Series;Time;Value
Mu;2018-09-30T23:59:30+02:00;42.9936
Mu;2018-10-01T00:00:30+02:00;42.9388
Mu;2018-10-01T00:01:30+02:00;42.8656
Mu;2018-10-01T00:02:30+02:00;42.7919
Mu;2018-10-01T00:03:30+02:00;42.7209
Mu;2018-10-01T00:04:30+02:00;42.6559
Mu;2018-10-01T00:05:30+02:00;42.5969
Mu;2018-10-01T00:06:30+02:00;42.5575
Mu;2018-10-01T00:07:30+02:00;42.5639
Mu;2018-10-01T00:08:30+02:00;42.5417
Mu;2018-10-01T00:09:30+02:00;42.4688
Mu;2018-10-01T00:10:30+02:00;42.3901
Mu;2018-10-01T00:11:30+02:00;42.3102
Mu;2018-10-01T00:12:30+02:00;42.2295
Mu;2018-10-01T00:13:30+02:00;42.1439
Mu;2018-10-01T00:14:30+02:00;42.0625
Mu;2018-10-01T00:15:30+02:00;41.9869
Mu;2018-10-01T00:16:30+02:00;41.9077
Mu;2018-10-01T00:17:30+02:00;41.8322
Mu;2018-10-01T00:18:30+02:00;41.7614
Mu;2018-10-01T00:19:30+02:00;41.6895
Mu;2018-10-01T00:20:30+02:00;41.6094
Mu;2018-10-01T00:21:30+02:00;41.5266
Mu;2018-10-01T00:22:30+02:00;41.4697
Mu;2018-10-01T00:23:30+02:00;41.4501
Mu;2018-10-01T00:24:30+02:00;41.4523
Mu;2018-10-01T00:25:30+02:00;41.4085
Mu;2018-10-01T00:26:30+02:00;41.3191
Mu;2018-10-01T00:27:30+02:00;41.2333
Mu;2018-10-01T00:28:30+02:00;41.1645
Mu;2018-10-01T00:29:30+02:00;41.0859
Mu;2018-10-01T00:30:30+02:00;41.0019
Mu;2018-10-01T00:31:30+02:00;40.922
Mu;2018-10-01T00:32:30+02:00;40.842
Mu;2018-10-01T00:33:30+02:00;40.7585
Mu;2018-10-01T00:34:30+02:00;40.6701
Mu;2018-10-01T00:35:30+02:00;40.599
Mu;2018-10-01T00:36:30+02:00;40.5373
Mu;2018-10-01T00:37:30+02:00;40.466
Mu;2018-10-01T00:38:30+02:00;40.389
Mu;2018-10-01T00:39:30+02:00;40.3156
Mu;2018-10-01T00:40:30+02:00;40.2575
Mu;2018-10-01T00:41:30+02:00;40.2278
Mu;2018-10-01T00:42:30+02:00;40.2433
Mu;2018-10-01T00:43:30+02:00;40.2006
Mu;2018-10-01T00:44:30+02:00;40.127
Mu;2018-10-01T00:45:30+02:00;40.0681
Mu;2018-10-01T00:46:30+02:00;39.9944
Mu;2018-10-01T00:47:30+02:00;39.9132
Mu;2018-10-01T00:48:30+02:00;39.8451
Mu;2018-10-01T00:49:30+02:00;39.779
Mu;2018-10-01T00:50:30+02:00;39.7183
Mu;2018-10-01T00:51:30+02:00;39.6692
Mu;2018-10-01T00:52:30+02:00;39.6064
Mu;2018-10-01T00:53:30+02:00;39.5353
Mu;2018-10-01T00:54:30+02:00;39.451
Mu;2018-10-01T00:55:30+02:00;39.3447
Mu;2018-10-01T00:56:30+02:00;39.2753
Mu;2018-10-01T00:57:30+02:00;39.227
Mu;2018-10-01T00:58:30+02:00;39.173
Mu;2018-10-01T00:59:30+02:00;39.1408
Mu;2018-10-01T01:00:30+02:00;39.1547
Mu;2018-10-01T01:01:30+02:00;39.0906
Mu;2018-10-01T01:02:30+02:00;39.0175
Mu;2018-10-01T01:03:30+02:00;38.9447
Mu;2018-10-01T01:04:30+02:00;38.8833
Mu;2018-10-01T01:05:30+02:00;38.8254
Mu;2018-10-01T01:06:30+02:00;38.7604
