Series;Time;Value
Mu;2018-07-08T23:59:30+02:00;41.848
Mu;2018-07-09T00:00:30+02:00;42.3353
Mu;2018-07-09T00:01:30+02:00;44.0709
Mu;2018-07-09T00:02:30+02:00;44.5293
Mu;2018-07-09T00:03:30+02:00;44.4833
Mu;2018-07-09T00:04:30+02:00;44.4068
Mu;2018-07-09T00:05:30+02:00;44.3927
Mu;2018-07-09T00:06:30+02:00;44.354
Mu;2018-07-09T00:07:30+02:00;44.2614
Mu;2018-07-09T00:08:30+02:00;44.178
Mu;2018-07-09T00:09:30+02:00;44.0947
Mu;2018-07-09T00:10:30+02:00;44.0136
Mu;2018-07-09T00:11:30+02:00;43.9339
Mu;2018-07-09T00:12:30+02:00;43.8314
Mu;2018-07-09T00:13:30+02:00;43.7395
Mu;2018-07-09T00:14:30+02:00;43.6718
Mu;2018-07-09T00:15:30+02:00;43.5878
Mu;2018-07-09T00:16:30+02:00;43.493
Mu;2018-07-09T00:17:30+02:00;43.4245
Mu;2018-07-09T00:18:30+02:00;43.3335
Mu;2018-07-09T00:19:30+02:00;43.2664
Mu;2018-07-09T00:20:30+02:00;43.1816
Mu;2018-07-09T00:21:30+02:00;43.1195
Mu;2018-07-09T00:22:30+02:00;43.1275
Mu;2018-07-09T00:23:30+02:00;43.0655
Mu;2018-07-09T00:24:30+02:00;42.9811
Mu;2018-07-09T00:25:30+02:00;42.9116
Mu;2018-07-09T00:26:30+02:00;42.822
Mu;2018-07-09T00:27:30+02:00;42.74
Mu;2018-07-09T00:28:30+02:00;42.665
Mu;2018-07-09T00:29:30+02:00;42.5853
Mu;2018-07-09T00:30:30+02:00;42.4995
Mu;2018-07-09T00:31:30+02:00;42.4113
Mu;2018-07-09T00:32:30+02:00;42.326
Mu;2018-07-09T00:33:30+02:00;42.2359
Mu;2018-07-09T00:34:30+02:00;42.1637
Mu;2018-07-09T00:35:30+02:00;42.0826
Mu;2018-07-09T00:36:30+02:00;42.0155
Mu;2018-07-09T00:37:30+02:00;41.9518
Mu;2018-07-09T00:38:30+02:00;41.9198
Mu;2018-07-09T00:39:30+02:00;41.8954
Mu;2018-07-09T00:40:30+02:00;41.8309
Mu;2018-07-09T00:41:30+02:00;41.7465
Mu;2018-07-09T00:42:30+02:00;41.6602
Mu;2018-07-09T00:43:30+02:00;41.5849
Mu;2018-07-09T00:44:30+02:00;41.5108
Mu;2018-07-09T00:45:30+02:00;41.431
Mu;2018-07-09T00:46:30+02:00;41.3506
Mu;2018-07-09T00:47:30+02:00;41.2608
Mu;2018-07-09T00:48:30+02:00;41.1637
Mu;2018-07-09T00:49:30+02:00;41.0927
Mu;2018-07-09T00:50:30+02:00;41.0179
Mu;2018-07-09T00:51:30+02:00;40.9265
Mu;2018-07-09T00:52:30+02:00;40.8396
Mu;2018-07-09T00:53:30+02:00;40.7535
Mu;2018-07-09T00:54:30+02:00;40.6664
Mu;2018-07-09T00:55:30+02:00;40.5864
Mu;2018-07-09T00:56:30+02:00;40.5399
Mu;2018-07-09T00:57:30+02:00;40.5143
Mu;2018-07-09T00:58:30+02:00;40.4748
Mu;2018-07-09T00:59:30+02:00;40.4052
Mu;2018-07-09T01:00:30+02:00;40.321
Mu;2018-07-09T01:01:30+02:00;40.2418
Mu;2018-07-09T01:02:30+02:00;40.1561
Mu;2018-07-09T01:03:30+02:00;40.0557
Mu;2018-07-09T01:04:30+02:00;39.9749
Mu;2018-07-09T01:05:30+02:00;39.9095
Mu;2018-07-09T01:06:30+02:00;39.8415
Mu;2018-07-09T01:07:30+02:00;39.7688
Mu;2018-07-09T01:08:30+02:00;39.681
Mu;2018-07-09T01:09:30+02:00;39.5971
Mu;2018-07-09T01:10:30+02:00;39.5403
Mu;2018-07-09T01:11:30+02:00;39.4645
Mu;2018-07-09T01:12:30+02:00;39.3704
Mu;2018-07-09T01:13:30+02:00;39.3144
Mu;2018-07-09T01:14:30+02:00;39.2513
Mu;2018-07-09T01:15:30+02:00;39.2188
Mu;2018-07-09T01:16:30+02:00;39.1996
Mu;2018-07-09T01:17:30+02:00;39.103
Mu;2018-07-09T01:18:30+02:00;39.0316
Mu;2018-07-09T01:19:30+02:00;38.9563
Mu;2018-07-09T01:20:30+02:00;38.8965
Mu;2018-07-09T01:21:30+02:00;38.8003
Mu;2018-07-09T01:22:30+02:00;38.7118
Mu;2018-07-09T01:23:30+02:00;38.6324
Mu;2018-07-09T01:24:30+02:00;38.558
Mu;2018-07-09T01:25:30+02:00;38.4875
Mu;2018-07-09T01:26:30+02:00;38.416
Mu;2018-07-09T01:27:30+02:00;38.3514
Mu;2018-07-09T01:28:30+02:00;38.2928
Mu;2018-07-09T01:29:30+02:00;38.2163
Mu;2018-07-09T01:30:30+02:00;38.1371
Mu;2018-07-09T01:31:30+02:00;38.0601
Mu;2018-07-09T01:32:30+02:00;37.997
Mu;2018-07-09T01:33:30+02:00;37.9768
Mu;2018-07-09T01:34:30+02:00;37.9614
Mu;2018-07-09T01:35:30+02:00;37.8829
Mu;2018-07-09T01:36:30+02:00;37.8023
Mu;2018-07-09T01:37:30+02:00;37.7255
Mu;2018-07-09T01:38:30+02:00;37.6542
Mu;2018-07-09T01:39:30+02:00;37.5934
Mu;2018-07-09T01:40:30+02:00;37.5394
Mu;2018-07-09T01:41:30+02:00;37.4973
Mu;2018-07-09T01:42:30+02:00;37.4501
Mu;2018-07-09T01:43:30+02:00;37.3871
Mu;2018-07-09T01:44:30+02:00;37.3127
Mu;2018-07-09T01:45:30+02:00;37.2248
Mu;2018-07-09T01:46:30+02:00;37.1591
Mu;2018-07-09T01:47:30+02:00;37.102
Mu;2018-07-09T01:48:30+02:00;37.0348
Mu;2018-07-09T01:49:30+02:00;36.9738
Mu;2018-07-09T01:50:30+02:00;36.9113
Mu;2018-07-09T01:51:30+02:00;36.8521
Mu;2018-07-09T01:52:30+02:00;36.827
Mu;2018-07-09T01:53:30+02:00;36.8129
Mu;2018-07-09T01:54:30+02:00;36.7453
Mu;2018-07-09T01:55:30+02:00;36.6743
Mu;2018-07-09T01:56:30+02:00;36.6278
Mu;2018-07-09T01:57:30+02:00;36.581
Mu;2018-07-09T01:58:30+02:00;36.5393
Mu;2018-07-09T01:59:30+02:00;36.5214
Mu;2018-07-09T02:00:30+02:00;36.5096
