Series;Time;Value
Mu;2018-07-15T23:59:30+02:00;0.000428726
Mu;2018-07-16T00:00:30+02:00;0.000437506
Mu;2018-07-16T00:01:30+02:00;0.00045127
Mu;2018-07-16T00:02:30+02:00;0.000468489
Mu;2018-07-16T00:03:30+02:00;0.000484775
Mu;2018-07-16T00:04:30+02:00;0.00050571
Mu;2018-07-16T00:05:30+02:00;0.000537774
Mu;2018-07-16T00:06:30+02:00;0.000554194
Mu;2018-07-16T00:07:30+02:00;0.000545143
Mu;2018-07-16T00:08:30+02:00;0.000537848
Mu;2018-07-16T00:09:30+02:00;0.000535205
Mu;2018-07-16T00:10:30+02:00;0.000536519
Mu;2018-07-16T00:11:30+02:00;0.000542264
Mu;2018-07-16T00:12:30+02:00;0.000544139
Mu;2018-07-16T00:13:30+02:00;0.000546108
Mu;2018-07-16T00:14:30+02:00;0.000543611
Mu;2018-07-16T00:15:30+02:00;0.00054181
Mu;2018-07-16T00:16:30+02:00;0.000547137
Mu;2018-07-16T00:17:30+02:00;0.000552023
Mu;2018-07-16T00:18:30+02:00;0.00055653
Mu;2018-07-16T00:19:30+02:00;0.000563612
Mu;2018-07-16T00:20:30+02:00;0.000568281
Mu;2018-07-16T00:21:30+02:00;0.000565934
Mu;2018-07-16T00:22:30+02:00;0.103591
Mu;2018-07-16T00:23:30+02:00;2.26088
Mu;2018-07-16T00:24:30+02:00;13.1817
Mu;2018-07-16T00:25:30+02:00;25.278
Mu;2018-07-16T00:26:30+02:00;34.9464
Mu;2018-07-16T00:27:30+02:00;46.7019
Mu;2018-07-16T00:28:30+02:00;51.1278
Mu;2018-07-16T00:29:30+02:00;53.2136
Mu;2018-07-16T00:30:30+02:00;53.8596
Mu;2018-07-16T00:31:30+02:00;53.7523
Mu;2018-07-16T00:32:30+02:00;53.5599
Mu;2018-07-16T00:33:30+02:00;53.4133
Mu;2018-07-16T00:34:30+02:00;53.3051
Mu;2018-07-16T00:35:30+02:00;53.1681
Mu;2018-07-16T00:36:30+02:00;52.9527
Mu;2018-07-16T00:37:30+02:00;52.7857
Mu;2018-07-16T00:38:30+02:00;52.6344
Mu;2018-07-16T00:39:30+02:00;52.4532
Mu;2018-07-16T00:40:30+02:00;52.251
Mu;2018-07-16T00:41:30+02:00;48.011
Mu;2018-07-16T00:42:30+02:00;26.4214
Mu;2018-07-16T00:43:30+02:00;37.3846
Mu;2018-07-16T00:44:30+02:00;19.7013
Mu;2018-07-16T00:45:30+02:00;18.458
Mu;2018-07-16T00:46:30+02:00;8.32869
Mu;2018-07-16T00:47:30+02:00;0.961492
Mu;2018-07-16T00:48:30+02:00;0.00137678
Mu;2018-07-16T00:49:30+02:00;0.000408568
Mu;2018-07-16T00:50:30+02:00;0.000385195
Mu;2018-07-16T00:51:30+02:00;0.000369229
Mu;2018-07-16T00:52:30+02:00;0.0003573
Mu;2018-07-16T00:53:30+02:00;0.000347853
Mu;2018-07-16T00:54:30+02:00;0.00034052
Mu;2018-07-16T00:55:30+02:00;0.000335062
Mu;2018-07-16T00:56:30+02:00;0.000330761
Mu;2018-07-16T00:57:30+02:00;0.000327076
Mu;2018-07-16T00:58:30+02:00;0.000324179
Mu;2018-07-16T00:59:30+02:00;0.000321866
Mu;2018-07-16T01:00:30+02:00;0.000320002
